year,municipality_nis_code,Gemiddeld_inkomen_per_aangifte,Mediaan_inkomen_per_aangifte,Gemiddeld_inkomen_per_inwoner,Interkwartiel_verschil,Interkwartiele_coefficient,Interkwartiele_assymmetrie,Welvaartsindex
2005,84029,21653,16929,12037,16147,95.38,23.9,88.43
2005,84033,24000,18232,12300,22208,121.81,28.43,90.36
2005,84035,22344,17479,12379,19413,111.06,22.18,90.94
2005,84043,22812,17402,12346,19156,110.08,24.59,90.7
2005,84050,21126,16526,11441,16558,100.2,25.45,84.05
2005,84059,22039,17487,12068,18474,105.64,21.47,88.65
2005,84068,23330,18894,12282,19065,100.91,13.61,90.22
2005,84075,20896,16373,11297,16077,98.2,25.02,82.99
2005,84077,23389,17975,12719,21189,117.88,23.96,93.44
2005,85000,25039,19202,13183,21583,112.4,23.36,96.84
2005,85007,22537,17970,12107,18949,105.45,22.58,88.94
2005,85009,31220,22702,15020,28542,125.73,28.87,110.34
2005,85011,20036,15250,11755,15683,102.83,30.76,86.36
2005,85024,22805,19144,12269,18592,97.12,12.72,90.13
2005,85026,26137,21769,13143,22059,101.33,15.21,96.55
2005,85034,29111,20980,15077,25741,122.69,27.48,110.76
2005,85039,24726,19130,12427,20722,108.32,29.6,91.29
2005,85045,23754,18291,12982,19725,107.84,21.51,95.37
2005,85046,28361,21646,14086,25652,118.51,26.18,103.48
2005,85047,22018,17971,12147,20008,111.33,17.95,89.23
2005,90000,23036,17406,12962,18589,106.8,26.22,95.22
2005,91000,21534,16630,12028,17235,103.64,26.43,88.36
2005,91005,21343,16914,12091,17358,102.63,27.54,88.82
2005,91013,21006,16274,11641,16967,104.26,28.31,85.51
2005,91015,19462,15311,11019,15116,98.72,26.19,80.95
2005,91030,22482,17405,12585,17782,102.17,23.8,92.45
2005,91034,20282,14789,11980,16064,108.62,35.74,88.01
2005,91054,20628,16532,11431,16030,96.97,22.31,83.97
2005,91059,24690,19438,12822,21564,110.94,21.75,94.19
2005,91064,23037,17940,12004,18058,100.66,18.54,88.18
2005,91072,21377,16038,12030,16432,102.46,27.08,88.38
2005,91103,21766,16558,11866,19026,114.91,29,87.17
2005,91114,21127,17070,11630,17018,99.7,19.6,85.44
2005,91120,21395,16574,11497,17515,105.67,25.28,84.46
2005,91141,24425,19011,13430,21321,112.15,23.89,98.66
2005,91142,18505,14159,11224,13041,92.11,38.88,82.45
2005,91143,18634,14661,10563,14313,97.63,28.99,77.6
2005,92000,23925,17867,13485,19720,110.37,26.61,99.06
2005,92003,21393,16495,12005,16159,97.96,27.35,88.19
2005,92006,27031,20818,14501,24114,115.83,21.98,106.53
2005,92035,25936,19452,14014,22604,116.2,25.65,102.95
2005,92045,25113,19915,13708,21847,109.7,24.04,100.7
2005,92048,23437,17661,12744,19418,109.95,27.74,93.62
2005,92054,25307,19510,13581,21611,110.77,20.69,99.77
2005,92087,23205,17769,12591,18823,105.93,25.88,92.5
2005,92094,23500,17276,13846,18966,109.78,25.81,101.71
2005,92097,23369,18379,12636,19876,108.15,21.98,92.83
2005,92101,25879,19902,13974,23205,116.6,22.13,102.66
2005,92114,24966,18631,13668,22017,118.17,32.21,100.41
2005,92137,21106,16266,12181,16147,99.27,30.2,89.48
2005,92138,26370,19661,13901,23208,118.04,30.61,102.12
2005,92140,23534,17913,12782,19337,107.95,26.86,93.9
2005,92141,29038,21496,15270,27578,128.29,28.25,112.17
2005,92142,26830,19590,14655,24136,123.2,27.25,107.66
2005,93000,21353,16652,12066,16263,97.66,25.54,88.64
2005,93010,20996,16858,11542,16072,95.34,21.96,84.79
2005,93014,18960,14709,10926,13988,95.1,30.74,80.27
2005,93018,20422,16772,11151,15249,90.92,19.71,81.92
2005,93022,22058,17549,12264,17195,97.98,21.38,90.09
2005,93056,20891,16354,12042,15992,97.79,25.51,88.46
2005,93088,24382,19043,13465,19917,104.59,23.74,98.91
2005,93090,18315,14652,10992,12509,85.37,29.38,80.75
2006,1000,24949,18833,14124,19688,104.54,22.42,100
2006,2000,26187,19991,14984,20701,103.55,22.05,106.09
2006,3000,23406,17508,13255,18257,104.28,26.05,93.85
2006,3001,24671,19505,12875,18386,94.27,18.67,91.16
2006,4000,22516,15932,11916,17095,107.3,29.26,84.37
2006,10000,25963,19858,14922,20107,101.25,21.07,105.65
2006,11000,25868,19514,14857,19825,101.6,21.12,105.19
2006,11001,32788,23569,18666,26982,114.48,30.77,132.16
2006,11002,22800,17872,13273,16924,94.7,18.47,93.98
2006,11004,29720,20925,16664,26013,124.31,27.08,117.99
2006,11005,23991,19171,14126,17355,90.53,20.15,100.02
2006,11007,26157,20763,15849,20390,98.21,20.33,112.22
2006,11008,30555,20903,17400,24276,116.14,28.18,123.2
2006,11009,27825,21701,15289,23974,110.48,22.89,108.25
2006,11013,30510,22060,17865,24395,110.58,27.71,126.49
2006,11016,26030,20525,13933,21312,103.83,22.13,98.65
2006,11018,26117,20855,14918,18841,90.34,26.73,105.62
2006,11021,34777,22446,19291,31160,138.82,33.69,136.59
2006,11022,28558,21329,15540,24095,112.96,26.48,110.03
2006,11023,30915,21790,17343,25111,115.24,29.02,122.79
2006,11024,31034,21938,17125,26072,118.84,30.7,121.25
2006,11025,29832,22351,16232,27759,124.19,27.75,114.93
2006,11029,28455,21064,16943,22467,106.66,22.22,119.96
2006,11030,24452,20320,14301,17271,85,17.65,101.25
2006,11035,28521,21120,15894,23841,112.88,26.99,112.53
2006,11037,28693,21607,16383,23311,107.88,25.6,116
2006,11038,28816,21698,16050,23295,107.36,29.21,113.64
2006,11039,34639,21120,18978,27600,130.68,31.33,134.37
2006,11040,28360,20647,16173,21532,104.29,24.18,114.51
2006,11044,29039,23174,16723,23635,101.99,28.03,118.4
2006,11050,27201,20589,16045,21422,104.04,25.16,113.61
2006,11052,26756,20580,15426,22582,109.73,24.97,109.22
2006,11053,25771,20619,14086,21985,106.63,19.5,99.73
2006,11054,27914,21116,15887,23581,111.67,23.72,112.49
2006,11055,30326,21442,16869,26691,124.48,28.04,119.44
2006,11056,26761,21258,16173,20723,97.48,23.98,114.51
2006,11057,26730,20730,14996,22591,108.98,21.83,106.18
2006,12000,26566,20262,15363,20921,103.25,22.38,108.78
2006,12002,25628,20155,14676,19105,94.79,17.76,103.91
2006,12005,33335,21786,18747,28389,130.31,33.49,132.73
2006,12007,28492,21870,15801,22607,103.37,27.07,111.88
2006,12009,27069,20276,15902,21711,107.08,22.98,112.59
2006,12014,25342,20029,14827,19372,96.72,18.88,104.98
2006,12021,26177,20072,15634,19746,98.38,18.33,110.69
2006,12025,25409,19713,14945,19752,100.2,19.7,105.81
2006,12026,25503,19618,14459,19634,100.08,26.43,102.38
2006,12029,26156,20402,15183,21368,104.74,21.73,107.5
2006,12030,28854,21525,16158,23189,107.73,28.6,114.4
2006,12034,27322,20530,15245,22653,110.34,26.86,107.94
2006,12035,28128,20791,15884,24532,118,27.39,112.46
2006,12040,25688,19815,14724,19648,99.16,24.81,104.25
2006,13000,25723,20376,14742,20110,98.69,19.64,104.37
2006,13001,24437,20121,13466,18627,92.58,19.86,95.34
2006,13002,23196,18187,12695,17836,98.07,19.55,89.88
2006,13003,24784,20113,14168,18795,93.45,22.53,100.32
2006,13004,27767,21865,15151,22361,102.27,22.27,107.27
2006,13006,25278,20865,14066,18849,90.34,18.98,99.59
2006,13008,25701,20034,15140,20666,103.15,20.48,107.2
2006,13010,28849,21000,16087,22484,107.07,24.86,113.9
2006,13011,24938,19699,15210,18738,95.12,18.07,107.69
2006,13012,24455,19394,14233,18918,97.54,21.98,100.77
2006,13013,25212,19969,14632,19123,95.76,20.98,103.6
2006,13014,25435,19897,13852,21316,107.13,16.78,98.08
2006,13016,25239,19938,14449,19222,96.41,20.44,102.31
2006,13017,27256,20972,15172,22394,106.78,24.09,107.42
2006,13019,25838,20695,14577,20763,100.33,18.92,103.21
2006,13021,25202,20286,14866,19588,96.56,22.94,105.26
2006,13023,26732,21435,14223,23007,107.33,16.87,100.7
2006,13025,26109,20466,14922,20224,98.82,22.82,105.65
2006,13029,26666,20975,15380,20319,96.87,23.85,108.9
2006,13031,28361,21556,15625,23326,108.21,22.85,110.63
2006,13035,24644,20131,13271,20020,99.45,14.63,93.97
2006,13036,26081,21127,14144,20484,96.96,17.47,100.14
2006,13037,23886,20186,13305,17992,89.13,13.51,94.2
2006,13040,23987,19239,14726,18010,93.61,15.52,104.27
2006,13044,24812,19604,14582,19241,98.15,18.96,103.24
2006,13046,30603,22486,16806,25016,111.25,26.24,118.99
2006,13049,26333,21317,15277,20611,96.68,19.22,108.17
2006,13053,25138,20390,14743,19426,95.27,21.24,104.39
2006,20001,29549,21428,16588,24382,113.78,25.83,117.45
2006,20002,29356,20119,16101,25105,124.78,27.62,114
2006,21000,22516,15932,11916,17095,107.3,29.26,84.37
2006,21001,19076,14827,10589,13930,93.95,29.6,74.98
2006,21002,27762,19693,15073,22774,115.64,22.92,106.72
2006,21003,24545,18037,14131,18999,105.33,23.73,100.05
2006,21004,20487,14239,10864,15453,108.53,35.82,76.92
2006,21005,23116,17229,11392,18396,106.77,23.48,80.66
2006,21006,22305,17282,12258,17268,99.92,23.62,86.79
2006,21007,22065,16274,12284,16516,101.49,26.84,86.98
2006,21008,22834,17085,13982,17089,100.02,26.35,99
2006,21009,23611,15806,12313,19114,120.93,30.3,87.18
2006,21010,22544,17420,13027,17522,100.59,23.72,92.24
2006,21011,20963,15756,11438,15621,99.14,29.46,80.99
2006,21012,18236,13920,9214.2,13461,96.71,33.1,65.24
2006,21013,18439,13551,9638.7,13581,100.22,33.94,68.25
2006,21014,15737,12000,7646,11635,96.96,34.29,54.14
2006,21015,19776,14548,10056,15263,104.92,32.41,71.2
2006,21016,30357,19104,15454,23035,120.58,28.16,109.42
2006,21017,28349,19473,15946,24328,124.93,26.45,112.9
2006,21018,27512,19145,14562,22455,117.29,24.79,103.1
2006,21019,33271,20655,16088,26916,130.31,26.78,113.9
2006,23000,29930,21553,16623,24789,115.02,26.47,117.7
2006,23002,28786,21236,16487,23926,112.67,23.81,116.73
2006,23003,30625,21696,16789,25758,118.73,28.36,118.87
2006,23009,29624,21500,15578,25144,116.95,29.49,110.3
2006,23016,30252,21843,17410,25454,116.53,26.25,123.27
2006,23023,28418,21858,16202,24552,112.33,28.6,114.71
2006,23024,29838,21350,16745,25781,120.75,33.93,118.56
2006,23025,31293,22360,18157,25132,112.4,25.69,128.56
2006,23027,26570,20534,15602,20353,99.12,23.47,110.47
2006,23032,28521,21352,15943,24367,114.12,24.88,112.88
2006,23033,31744,21112,16665,27301,129.32,30.58,118
2006,23038,31524,22691,17558,29042,127.99,28.86,124.31
2006,23039,29142,21899,16941,23450,107.09,28.82,119.95
2006,23044,26486,20602,15355,20643,100.2,24.03,108.72
2006,23045,28932,21889,16480,23642,108.01,27.2,116.69
2006,23047,26097,20840,14673,20764,99.64,19.42,103.89
2006,23050,34151,23243,18938,30247,130.14,28.59,134.09
2006,23052,29170,21814,16710,23828,109.23,22.59,118.31
2006,23060,29211,22112,16487,25122,113.61,27.9,116.74
2006,23062,34531,21980,16951,30180,137.31,32.84,120.02
2006,23064,29314,21282,16450,29309,137.72,32.69,116.47
2006,23077,26891,20293,15379,21837,107.61,23.67,108.88
2006,23081,31383,22741,17651,26697,117.39,30.4,124.97
2006,23086,29679,22300,16911,25682,115.17,28.25,119.74
2006,23088,26023,20203,14621,20698,102.45,20.82,103.52
2006,23094,29628,21582,15696,24415,113.12,26.22,111.13
2006,23096,32096,23664,17952,28622,120.95,30.26,127.11
2006,23097,29101,21235,16363,25030,117.87,28.29,115.86
2006,23098,24126,18575,13974,18300,98.52,22.03,98.94
2006,23099,35333,21534,16142,29426,136.65,27.82,114.29
2006,23100,31282,21556,17116,27354,126.9,22.88,121.18
2006,23101,37182,21835,18623,30104,137.87,32.97,131.86
2006,23102,30572,20695,17510,24636,119.04,26.31,123.98
2006,23103,35896,22933,16679,32280,140.75,29.69,118.09
2006,23104,31149,22753,17403,26426,116.14,27.33,123.22
2006,23105,29829,22439,16666,25239,112.48,26.99,118
2006,24000,29092,21280,16546,23863,112.14,24.95,117.15
2006,24001,26299,20618,15699,19849,96.27,20.62,111.15
2006,24007,27601,21455,15666,22647,105.56,24.24,110.92
2006,24008,26498,19704,14734,21633,109.79,27.98,104.32
2006,24009,31897,22259,17276,28365,127.43,31.21,122.32
2006,24011,33047,23193,18086,30662,132.2,29.57,128.05
2006,24014,32004,22600,17786,27419,121.32,31.61,125.93
2006,24016,31578,23118,17492,28403,122.86,30.02,123.85
2006,24020,25798,20282,15231,20219,99.69,17.34,107.84
2006,24028,24781,19671,14061,18950,96.33,18.32,99.56
2006,24033,29761,21530,16648,25487,118.38,29.01,117.88
2006,24038,33587,23191,18429,29969,129.23,31.13,130.49
2006,24041,29450,22153,16490,25203,113.77,24.92,116.75
2006,24043,31050,22567,16753,29256,129.64,33.64,118.61
2006,24045,31342,21904,16701,27971,127.7,29.15,118.25
2006,24048,36916,22962,19978,31760,138.32,34.8,141.45
2006,24054,25813,19773,14600,21151,106.97,29.31,103.37
2006,24055,32438,22665,17885,27358,120.71,30.65,126.63
2006,24059,27065,21433,15654,21013,98.04,21.56,110.83
2006,24062,27964,20774,16701,22878,110.13,18.93,118.25
2006,24066,34755,23583,18635,31674,134.31,31.98,131.94
2006,24086,35867,23944,19302,31865,133.08,30.28,136.67
2006,24094,30742,22064,16908,26583,120.48,29.53,119.71
2006,24104,34556,22377,16357,28873,129.03,29.37,115.81
2006,24107,25487,19800,15444,19318,97.56,21.94,109.35
2006,24109,28084,20654,15949,23533,113.94,26.25,112.92
2006,24130,25332,19481,14914,20552,105.5,26.83,105.6
2006,24133,26728,21074,15058,22130,105.01,26.83,106.61
2006,24134,25529,20542,15085,18991,92.45,19.74,106.81
2006,24135,27903,21061,15859,24243,115.11,27.75,112.28
2006,24137,28808,21465,15746,26839,125.04,32.06,111.49
2006,25000,29356,20119,16101,25105,124.78,27.62,114
2006,25005,31149,21907,16542,28558,130.36,28.68,117.13
2006,25014,30037,20855,17020,26120,125.25,26.45,120.51
2006,25015,29243,20664,16248,24654,119.31,27.95,115.04
2006,25018,33868,21201,17936,32143,151.61,35.2,126.99
2006,25023,29075,20601,15398,25778,125.13,28.37,109.02
2006,25031,28271,19632,15640,24335,123.96,29.17,110.73
2006,25037,31625,20308,17153,26610,131.03,32.21,121.45
2006,25043,28792,20088,15403,25830,128.58,29.21,109.06
2006,25044,28205,19993,15745,24178,120.93,32.75,111.48
2006,25048,26840,18727,15131,22289,119.02,27.18,107.13
2006,25050,31318,19986,16694,26672,133.45,30.72,118.2
2006,25068,29863,20830,16341,27966,134.26,33.18,115.7
2006,25072,26864,19442,16243,21635,111.28,23.56,115
2006,25084,27712,20018,15352,24085,120.32,27.72,108.7
2006,25091,32187,20853,17370,27932,133.95,29.85,122.99
